Trip ID.,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,fare_amount,trip_time,speed,tod
166,21-06-14 22:17,21-06-14 22:25,1,1.32,-73.96663,40.794132,-73.955058,40.804722,7.5,480,9.9,22
167,20-06-14 0:01,20-06-14 0:10,1,1.63,-74.006675,40.730347,-73.985193,40.724537,8.5,540,10.86666667,0
168,19-06-14 23:46,20-06-14 0:06,1,5.59,-73.999632,40.738847,-73.990915,40.667842,20,1200,16.77,23
169,20-06-14 0:02,20-06-14 0:07,1,0.77,-73.985262,40.747452,-73.984805,40.754407,5.5,300,9.24,0
170,21-06-14 22:24,21-06-14 22:30,3,0.85,-73.97717,40.75259,-73.98738,40.74999,5.5,360,8.5,22
171,16-06-14 16:35,16-06-14 16:49,1,2.51,-73.997235,40.722187,-74.004812,40.747947,12,840,10.75714286,16
172,20-06-14 22:17,20-06-14 22:33,1,2.28,-73.998545,40.723162,-74.001562,40.744922,12.5,960,8.55,22
173,19-06-14 23:58,20-06-14 0:03,1,1.27,-73.989947,40.746835,-73.97791,40.763567,6.5,300,15.24,23
174,20-06-14 22:18,20-06-14 22:38,2,4.1,-73.97199,40.78182,-74.00128,40.73189,17,1200,12.3,22
175,20-06-14 22:29,20-06-14 22:40,1,1.04,-74.00518,40.73583,-73.99177,40.72681,8.5,660,5.672727273,22
176,20-06-14 22:20,20-06-14 22:30,1,1.65,-74.00495,40.740675,-73.985172,40.72774,8.5,600,9.9,22
177,20-06-14 9:06,20-06-14 9:12,1,1.04,-73.97791,40.74937,-73.973017,40.758115,6,360,10.4,9
178,19-06-14 23:55,20-06-14 0:08,1,1.93,-73.994322,40.761245,-74.005397,40.739452,10.5,780,8.907692308,23
179,21-06-14 22:25,21-06-14 22:31,4,0.94,-73.987598,40.759112,-73.997425,40.752005,6,360,9.4,22
180,21-06-14 22:20,21-06-14 22:32,1,2.56,-73.97993,40.75447,-73.95778,40.77641,10.5,720,12.8,22
181,16-06-14 12:33,16-06-14 12:49,2,2.29,-73.98196,40.76548,-73.955797,40.781827,12,960,8.5875,12
182,20-06-14 11:01,20-06-14 11:23,5,1.53,-74.007997,40.74539,-73.99163,40.745007,14.5,1320,4.172727273,11
183,21-06-14 19:11,21-06-14 19:34,1,5.86,-73.94915,40.773205,-73.997585,40.721522,22.5,1380,15.28695652,19
184,20-06-14 19:25,20-06-14 19:37,5,2.62,-73.982122,40.768307,-74.005317,40.739992,11,720,13.1,19
185,20-06-14 7:05,20-06-14 7:13,2,1.86,-73.956747,40.771142,-73.98318,40.774312,8,480,13.95,7
186,20-06-14 19:38,20-06-14 19:46,5,1.04,-73.976862,40.747752,-73.991867,40.749062,7,480,7.8,19
187,20-06-14 6:56,20-06-14 7:09,2,2.67,-73.981995,40.783122,-73.982782,40.755307,11.5,780,12.32307692,6
188,20-06-14 7:07,20-06-14 7:10,1,0.43,-73.945555,40.822572,-73.952957,40.80787,4,180,8.6,7
189,19-06-14 23:04,19-06-14 23:37,1,9.77,-73.989233,40.753,-73.939362,40.853853,32,1980,17.76363636,23
190,19-06-14 23:12,19-06-14 23:39,2,4.9,-73.962188,40.799967,-73.987152,40.742195,21.5,1620,10.88888889,23
191,20-06-14 21:02,20-06-14 21:09,3,1.54,-73.968855,40.77011,-73.982817,40.750802,7.5,420,13.2,21
192,19-06-14 23:36,19-06-14 23:39,2,1.02,-73.977555,40.765007,-73.969603,40.755277,5,180,20.4,23
193,19-06-14 23:29,19-06-14 23:40,1,2.07,-73.976657,40.785057,-73.960662,40.76616,10,660,11.29090909,23
194,21-06-14 1:19,21-06-14 1:26,1,1.96,-73.969065,40.757537,-73.95346,40.77563,8.5,420,16.8,1
195,21-06-14 1:14,21-06-14 1:18,1,0.8,-73.954797,40.715127,-73.959257,40.722507,5,240,12,1
196,20-06-14 22:34,20-06-14 22:38,1,1.16,-73.981767,40.778777,-73.969045,40.7869,5.5,240,17.4,22
197,20-06-14 22:33,20-06-14 22:42,1,1.56,-73.982072,40.772977,-73.975055,40.757417,8,540,10.4,22
198,20-06-14 22:15,20-06-14 22:30,1,2.13,-73.991737,40.726082,-73.977215,40.752132,11,900,8.52,22
199,16-06-14 16:42,16-06-14 16:47,1,1.09,-73.988957,40.764285,-73.981227,40.77263,5.5,300,13.08,16
200,20-06-14 18:38,20-06-14 18:41,1,0.57,-73.982495,40.768227,-73.98249,40.768232,4.5,180,11.4,18
201,20-06-14 18:30,20-06-14 18:39,1,0.84,-73.978947,40.762182,-73.990595,40.761142,7,540,5.6,18
202,20-06-14 18:20,20-06-14 18:41,2,2.77,-73.978353,40.752242,-73.973335,40.782775,15.5,1260,7.914285714,18
203,20-06-14 6:56,20-06-14 7:02,5,1.94,-74.001105,40.731272,-73.983577,40.752892,7.5,360,19.4,6
204,16-06-14 12:29,16-06-14 12:42,1,5.01,-74.007025,40.70533,-73.972837,40.753002,16.5,780,23.12307692,12
205,20-06-14 15:49,20-06-14 16:19,5,2.59,-73.981967,40.743332,-74.003715,40.759165,18,1800,5.18,15
206,20-06-14 15:59,20-06-14 16:23,1,3.64,-73.9914,40.750075,-74.009035,40.70786,17.5,1440,9.1,15
207,20-06-14 16:17,20-06-14 16:27,1,1.57,-73.971053,40.758177,-73.98531,40.7389,8,600,9.42,16
208,20-06-14 19:44,20-06-14 19:51,6,0.91,-73.994282,40.732922,-74.003005,40.727135,6.5,420,7.8,19
209,19-06-14 21:21,19-06-14 21:35,4,2.37,-73.96572,40.754297,-73.980932,40.771582,11.5,840,10.15714286,21
210,20-06-14 11:14,20-06-14 11:29,1,4.47,-73.971095,40.751462,-73.99906,40.713785,16,900,17.88,11
211,20-06-14 11:17,20-06-14 11:28,2,0.43,-73.975617,40.755137,-73.971445,40.761252,7.5,660,2.345454545,11
212,20-06-14 11:09,20-06-14 11:28,1,7.37,-73.960517,40.769627,-74.01117,40.701752,23.5,1140,23.27368421,11
213,20-06-14 7:01,20-06-14 7:08,1,1.79,-73.980075,40.743017,-73.970032,40.763837,8,420,15.34285714,7
214,20-06-14 19:27,20-06-14 19:39,1,5.05,-74.004945,40.707082,-73.969187,40.756122,15.5,720,25.25,19
215,20-06-14 16:13,20-06-14 16:28,6,2,-73.972972,40.780377,-73.968732,40.760832,11,900,8,16
216,20-06-14 7:03,20-06-14 7:15,2,3.15,-73.949598,40.812142,-73.982625,40.772052,12,720,15.75,7
217,19-06-14 22:58,19-06-14 23:16,3,1.68,-73.97806,40.751417,-73.98495,40.763765,12.5,1080,5.6,22
218,20-06-14 21:11,20-06-14 21:17,5,1.33,-74.002712,40.760617,-73.992407,40.76902,7,360,13.3,21
219,21-06-14 21:23,21-06-14 21:26,2,0.53,-73.970458,40.76185,-73.973522,40.755482,4,180,10.6,21
220,20-06-14 12:34,20-06-14 12:41,1,0.72,-73.987785,40.73232,-73.99954,40.73761,6,420,6.171428571,12
221,20-06-14 12:21,20-06-14 12:39,2,3.22,-73.98075,40.765767,-74.007592,40.740827,15,1080,10.73333333,12
222,19-06-14 23:04,19-06-14 23:09,1,1.52,-73.958807,40.780867,-73.975772,40.77654,6.5,300,18.24,23
223,19-06-14 23:05,19-06-14 23:11,1,1.4,-73.997425,40.720667,-74.004068,40.707515,6.5,360,14,23
224,20-06-14 21:24,20-06-14 21:26,2,0.34,-74.006735,40.730382,-74.00531,40.728835,3.5,120,10.2,21
225,20-06-14 21:25,20-06-14 21:29,1,0.66,-73.961363,40.76056,-73.968012,40.755762,5,240,9.9,21
226,20-06-14 17:28,20-06-14 18:17,2,9.43,-73.991462,40.752212,-73.872392,40.774497,36.5,2940,11.54693878,17
227,20-06-14 12:32,20-06-14 12:42,1,1.21,-73.99113,40.745418,-73.999407,40.733487,8,600,7.26,12
228,20-06-14 20:57,20-06-14 21:23,3,4.55,-73.955915,40.772062,-73.999352,40.719832,20,1560,10.5,20
229,16-06-14 14:47,16-06-14 15:03,1,2.2,-74.007325,40.704977,-74.009977,40.721312,12.5,960,8.25,14
230,20-06-14 21:17,20-06-14 21:27,1,1.52,-73.977655,40.74148,-73.992265,40.725397,8.5,600,9.12,21
231,20-06-14 8:06,20-06-14 8:19,1,1.81,-73.952303,40.766345,-73.973668,40.755155,10,780,8.353846154,8
232,20-06-14 14:54,20-06-14 15:08,1,1.59,-73.985557,40.741365,-74.005143,40.741465,10.5,840,6.814285714,14
233,16-06-14 17:05,16-06-14 17:12,1,0.94,-73.959213,40.774542,-73.957545,40.7659,7,420,8.057142857,17
234,20-06-14 19:46,20-06-14 19:59,2,1.57,-73.98019,40.73436,-73.99196,40.74917,10,780,7.246153846,19
235,16-06-14 17:14,16-06-14 17:20,1,0.85,-73.960285,40.766347,-73.96871,40.757462,6,360,8.5,17
236,20-06-14 14:48,20-06-14 15:08,1,1.04,-73.973653,40.754667,-73.991195,40.760252,12.5,1200,3.12,14
237,20-06-14 2:04,20-06-14 2:14,2,2.76,-73.98249,40.7683,-74.00384,40.73755,10,600,16.56,2
238,20-06-14 15:43,20-06-14 16:16,1,2.85,-74.005492,40.740747,-73.989215,40.773462,21,1980,5.181818182,15
239,20-06-14 1:29,20-06-14 1:46,2,2.6,-73.986377,40.722057,-74.005733,40.708812,13,1020,9.176470588,1
240,16-06-14 17:36,16-06-14 17:43,2,1.54,-73.989942,40.741782,-73.986152,40.726497,7.5,420,13.2,17
241,20-06-14 1:52,20-06-14 2:04,2,2.31,-73.963825,40.761542,-73.99704,40.762875,11,720,11.55,1
242,16-06-14 16:46,16-06-14 17:40,2,19.77,-73.78958,40.643565,-73.951913,40.78139,52,3240,21.96666667,16
243,20-06-14 23:41,20-06-14 23:49,1,1.96,-73.95341,40.791257,-73.952908,40.790962,8.5,480,14.7,23
244,20-06-14 9:27,20-06-14 9:46,1,3.03,-73.987645,40.731625,-73.966785,40.763392,15,1140,9.568421053,9
245,21-06-14 23:17,21-06-14 23:35,2,3.55,-73.995923,40.743627,-73.9738,40.783312,15,1080,11.83333333,23
246,20-06-14 16:11,20-06-14 16:13,5,0.64,-73.935067,40.761722,-73.941957,40.75459,4,120,19.2,16
247,20-06-14 16:01,20-06-14 16:13,1,0.63,-74.000917,40.741782,-73.99508,40.749835,8.5,720,3.15,16
248,16-06-14 17:40,16-06-14 17:46,5,0.49,-73.990402,40.752868,-73.99037,40.752737,6,360,4.9,17
249,20-06-14 9:44,20-06-14 9:50,2,1.1,-73.987323,40.768767,-74.000737,40.762727,6,360,11,9
250,20-06-14 9:35,20-06-14 9:50,2,2.22,-73.975013,40.765125,-74.000035,40.758702,11.5,900,8.88,9
251,20-06-14 15:49,20-06-14 16:14,1,2.52,-73.991615,40.74985,-73.963895,40.758717,16,1500,6.048,15
252,20-06-14 23:51,20-06-14 23:58,1,1.44,-73.98932,40.72038,-74.00798,40.71205,7,420,12.34285714,23
253,16-06-14 17:39,16-06-14 17:42,1,0.37,-74.011075,40.715957,-74.015965,40.715062,4,180,7.4,17
254,21-06-14 23:22,21-06-14 23:42,1,6.3,-73.959517,40.71143,-74.015592,40.716012,21.5,1200,18.9,23
255,20-06-14 23:46,21-06-14 0:03,1,4.29,-73.959515,40.782877,-73.986242,40.733732,15.5,1020,15.14117647,23
256,20-06-14 2:14,20-06-14 2:31,1,8.41,-73.991865,40.73885,-73.85706,40.727165,24.5,1020,29.68235294,2
257,20-06-14 16:01,20-06-14 16:17,2,2.01,-73.99115,40.733452,-74.01084,40.709107,11.5,960,7.5375,16
258,16-06-14 17:29,16-06-14 17:39,2,1.57,-73.997595,40.724162,-73.991313,40.738287,8.5,600,9.42,17
259,20-06-14 15:46,20-06-14 16:23,1,3.93,-73.957095,40.766297,-74.002847,40.756102,23.5,2220,6.372972973,15
260,20-06-14 16:08,20-06-14 16:27,3,1.95,-73.95485,40.78071,-73.96707,40.75683,13,1140,6.157894737,16
261,20-06-14 16:56,20-06-14 17:02,1,0.99,-73.985805,40.746532,-73.981902,40.736537,6,360,9.9,16
262,19-06-14 22:10,19-06-14 22:30,1,7.16,-73.999042,40.729052,-73.94995,40.780207,23.5,1200,21.48,22
263,16-06-14 13:33,16-06-14 13:39,1,1.06,-73.98864,40.72269,-73.98997,40.73502,6,360,10.6,13
264,20-06-14 17:30,20-06-14 17:45,1,0.88,-73.976157,40.748387,-73.97457,40.753142,10,900,3.52,17
265,21-06-14 20:37,21-06-14 20:42,1,1.29,-73.959935,40.773672,-73.97179,40.757622,6.5,300,15.48,20
266,20-06-14 11:46,20-06-14 11:55,1,1.21,-73.981765,40.773712,-73.969775,40.784572,8,540,8.066666667,11
267,20-06-14 11:43,20-06-14 11:57,1,1.89,-73.98873,40.74309,-73.97493,40.76168,10.5,840,8.1,11
268,20-06-14 20:16,20-06-14 20:27,1,1.05,-73.989782,40.733232,-73.99472,40.743615,8.5,660,5.727272727,20
269,19-06-14 22:33,19-06-14 22:35,1,0.56,-73.978805,40.747697,-73.983767,40.740662,3.5,120,16.8,22
270,19-06-14 21:55,19-06-14 22:34,1,11.77,-73.97012,40.785632,-73.814765,40.736557,37.5,2340,18.10769231,21
271,19-06-14 22:28,19-06-14 22:32,6,1.66,-73.964712,40.763937,-73.950235,40.783852,6.5,240,24.9,22
272,16-06-14 13:32,16-06-14 13:46,1,2.5,-73.972375,40.753477,-73.949647,40.784705,11.5,840,10.71428571,13
273,21-06-14 20:44,21-06-14 20:47,5,0.5,-74.00674,40.744135,-74.00674,40.744135,4,180,10,20
274,21-06-14 20:29,21-06-14 20:43,1,2.06,-73.993917,40.738827,-73.971002,40.748525,11,840,8.828571429,20
275,22-06-14 0:49,22-06-14 1:06,1,3.12,-73.979602,40.763457,-73.997457,40.72852,14,1020,11.01176471,0
276,30-06-14 4:08,30-06-14 4:17,1,4.7,-73.972077,40.749971,-74.007038,40.707089,14.5,518,32.66409266,4
277,30-06-14 14:35,30-06-14 14:43,2,0.7,-73.994493,40.750079,-74.003213,40.747208,6.5,456,5.526315789,14
278,30-06-14 7:27,30-06-14 7:33,1,1.6,-73.967257,40.760652,-73.955632,40.780493,7,350,16.45714286,7
279,30-06-14 5:51,30-06-14 6:07,1,9.7,-73.961816,40.767987,-73.865543,40.770923,27.5,1012,34.50592885,5
280,30-06-14 4:20,30-06-14 4:23,1,0.7,-73.988592,40.721758,-73.979887,40.717668,5,202,12.47524752,4
281,30-06-14 4:35,30-06-14 4:42,1,1.9,-74.006468,40.732982,-74.01491,40.709657,8,398,17.18592965,4
282,30-06-14 11:37,30-06-14 11:54,1,3,-73.980492,40.745531,-74.006971,40.719308,13,999,10.81081081,11
283,30-06-14 0:43,30-06-14 0:53,1,4,-73.973527,40.784614,-73.981247,40.738666,13.5,657,21.91780822,0
284,30-06-14 0:20,30-06-14 0:28,2,1.6,-73.987409,40.755495,-74.002634,40.733806,8,444,12.97297297,0
285,30-06-14 5:04,30-06-14 5:41,2,25,-73.781979,40.644657,-73.994763,40.612645,67,2184,41.20879121,5
286,30-06-14 0:39,30-06-14 0:58,2,6.1,-73.990437,40.755768,-73.918741,40.773061,20,1135,19.34801762,0
287,30-06-14 19:11,30-06-14 19:15,1,0.9,-73.980531,40.738572,-73.989842,40.729793,5,230,14.08695652,19
288,30-06-14 0:17,30-06-14 0:28,1,2.7,-73.968518,40.799703,-73.963738,40.771737,11,641,15.16380655,0
289,30-06-14 0:21,30-06-14 0:26,1,0.8,-73.976775,40.73926,-73.985622,40.739977,5.5,281,10.24911032,0
290,30-06-14 1:57,30-06-14 2:13,2,4.8,-73.986923,40.7297,-73.93717,40.688502,16,928,18.62068966,1
291,30-06-14 1:01,30-06-14 1:10,2,1.6,-73.979663,40.677823,-73.959527,40.681934,8.5,570,10.10526316,1
292,30-06-14 2:11,30-06-14 2:15,2,0.5,-74.0042,40.742437,-73.99905,40.744909,4.5,215,8.372093023,2
293,30-06-14 0:57,30-06-14 1:03,1,1.5,-73.984893,40.748485,-73.974711,40.73641,7.5,381,14.17322835,0
294,30-06-14 2:04,30-06-14 2:28,1,15.9,-73.788532,40.641887,-73.961054,40.720836,43,1430,40.02797203,2
295,30-06-14 1:17,30-06-14 1:35,1,2.7,-74.006395,40.739347,-73.985057,40.71913,13.5,1056,9.204545455,1
296,30-06-14 0:06,30-06-14 0:22,1,4.8,-73.952953,40.776252,-74.002422,40.725053,16.5,948,18.2278481,0
297,30-06-14 5:02,30-06-14 5:19,2,3.9,-73.986647,40.761569,-73.95025,40.811333,16,983,14.28280773,5
298,30-06-14 5:56,30-06-14 5:59,1,0.6,-73.955073,40.779712,-73.96229,40.77512,4.5,154,14.02597403,5
299,30-06-14 6:26,30-06-14 6:31,1,1,-73.987408,40.779632,-73.986145,40.769877,5.5,299,12.04013378,6
300,30-06-14 7:04,30-06-14 7:07,1,1.1,-73.977965,40.745938,-73.972218,40.758505,5.5,213,18.5915493,7
301,30-06-14 15:27,30-06-14 15:33,1,1.2,-73.990361,40.757378,-74.005078,40.75167,6,343,12.59475219,15
302,30-06-14 5:56,30-06-14 6:21,1,11,-73.994698,40.76086,-73.861874,40.768424,32.5,1502,26.36484687,5
303,30-06-14 8:26,30-06-14 8:46,1,3.6,-73.968815,40.798678,-73.978334,40.75681,16,1211,10.70189926,8
304,30-06-14 5:19,30-06-14 5:38,1,9.8,-73.979245,40.781685,-73.865534,40.769464,28,1152,30.625,5
305,30-06-14 5:46,30-06-14 5:49,1,1.1,-73.97549,40.749535,-73.965547,40.764572,5,155,25.5483871,5
306,21-06-14 17:43,21-06-14 18:09,6,2,-73.966,40.7618,-73.99102,40.7555,16.5,1560,4.615384615,17
307,20-06-14 15:49,20-06-14 15:56,1,1.2,-73.98222,40.769187,-73.975698,40.78038,7,420,10.28571429,15
308,20-06-14 9:18,20-06-14 9:33,1,2.24,-73.949813,40.785507,-73.972317,40.760567,12,900,8.96,9
309,20-06-14 9:04,20-06-14 9:29,1,3.04,-73.94937,40.722667,-73.993795,40.720545,17,1500,7.296,9
310,20-06-14 9:18,20-06-14 9:27,2,1.25,-73.99057,40.74176,-73.97639,40.74933,7.5,540,8.333333333,9
311,20-06-14 9:10,20-06-14 9:31,1,6.27,-74.00778,40.70549,-73.98519,40.75635,22,1260,17.91428571,9
312,20-06-14 23:24,20-06-14 23:33,2,1.53,-73.989872,40.734172,-73.986642,40.751167,8.5,540,10.2,23
313,20-06-14 23:23,20-06-14 23:37,1,1.54,-73.989202,40.75785,-73.970818,40.751467,10,840,6.6,23
314,20-06-14 9:05,20-06-14 9:36,2,10.05,-73.974847,40.793077,-73.988942,40.6947,31,1860,19.4516129,9
315,20-06-14 9:22,20-06-14 9:36,1,1.05,-73.953705,40.775422,-73.963172,40.762337,9.5,840,4.5,9
316,20-06-14 23:21,20-06-14 23:34,1,3.12,-73.97516,40.757702,-74.000537,40.727392,12,780,14.4,23
317,16-06-14 16:34,16-06-14 16:50,1,4.39,-73.994332,40.75089,-73.965538,40.803747,15,960,16.4625,16
318,16-06-14 16:26,16-06-14 16:34,1,1.12,-73.979513,40.751367,-73.992165,40.747547,7.5,480,8.4,16
319,21-06-14 22:23,21-06-14 22:32,1,2.51,-73.96506,40.759482,-73.987203,40.728367,9.5,540,16.73333333,22
320,21-06-14 22:16,21-06-14 22:22,2,1.12,-73.927868,40.769787,-73.916222,40.780977,6.5,360,11.2,22
321,16-06-14 16:37,16-06-14 16:41,1,1.19,-73.994075,40.746147,-74.004542,40.732017,5.5,240,17.85,16
322,20-06-14 22:18,20-06-14 22:38,2,3.55,-74.00264,40.72897,-73.991767,40.768032,15,1200,10.65,22
323,20-06-14 0:13,20-06-14 0:16,1,0.6,-73.991533,40.769962,-73.985167,40.77376,4.5,180,12,0
324,20-06-14 0:03,20-06-14 0:18,1,5.28,-74.01505,40.71404,-73.98736,40.73249,17.5,900,21.12,0
325,20-06-14 13:45,20-06-14 14:14,1,5.97,-73.977447,40.758172,-74.006363,40.71108,24.5,1740,12.35172414,13
326,21-06-14 22:27,21-06-14 22:31,6,0.48,-73.99156,40.74982,-73.98871,40.74522,4.5,240,7.2,22
327,20-06-14 18:59,20-06-14 19:12,1,2.25,-73.974567,40.783425,-73.959357,40.763485,11,780,10.38461538,18
328,20-06-14 18:59,20-06-14 19:16,1,4.46,-74.015812,40.71506,-73.984375,40.723357,16,1020,15.74117647,18
329,19-06-14 21:29,19-06-14 21:36,1,1.63,-73.974283,40.791122,-73.964677,40.775562,8,420,13.97142857,21
330,20-06-14 19:22,20-06-14 19:41,1,10.37,-73.871155,40.773922,-73.973777,40.75638,29,1140,32.74736842,19
331,20-06-14 16:26,20-06-14 16:32,1,1.48,-73.967325,40.760635,-73.951302,40.772697,7,360,14.8,16
332,20-06-14 15:58,20-06-14 16:37,1,11.79,-73.862657,40.769187,-73.9789,40.761927,38,2340,18.13846154,15
333,20-06-14 16:38,20-06-14 16:43,2,0.7,-73.953737,40.767007,-73.963785,40.768297,5.5,300,8.4,16
